date,provider,resource_id,resource_name,instance_type,project,environment,cost_center,avg_cpu_percent,max_cpu_percent,avg_memory_percent,max_memory_percent,network_in_gb,network_out_gb,status
2026-03-27,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,13.4,21.4,22.0,35.0,0.500,0.200,running
2026-03-28,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,10.0,18.0,23.7,35.0,0.500,0.200,running
2026-03-29,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,12.9,20.9,23.7,35.0,0.500,0.200,running
2026-03-30,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,13.6,21.6,19.7,35.0,0.500,0.200,running
2026-03-31,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,12.5,20.5,16.8,35.0,0.500,0.200,running
2026-03-01,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,57.7,77.7,59.1,75.0,0.500,0.200,running
2026-03-02,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,63.2,83.2,57.3,75.0,0.500,0.200,running
2026-03-03,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,62.2,82.2,46.1,75.0,0.500,0.200,running
2026-03-04,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,65.2,85.2,45.8,75.0,0.500,0.200,running
2026-03-05,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,58.9,78.9,53.4,75.0,0.500,0.200,running
2026-03-06,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,60.9,80.9,59.9,75.0,0.500,0.200,running
2026-03-07,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,58.5,78.5,56.5,75.0,0.500,0.200,running
2026-03-08,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,64.9,84.9,56.9,75.0,0.500,0.200,running
2026-03-09,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,59.9,79.9,52.8,75.0,0.500,0.200,running
2026-03-10,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,62.9,82.9,51.6,75.0,0.500,0.200,running
2026-03-11,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,68.2,88.2,59.9,75.0,0.500,0.200,running
2026-03-12,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,61.0,81.0,54.3,75.0,0.500,0.200,running
2026-03-13,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,64.9,84.9,56.1,75.0,0.500,0.200,running
2026-03-14,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,69.3,89.3,48.1,75.0,0.500,0.200,running
2026-03-15,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,59.7,79.7,54.9,75.0,0.500,0.200,running
2026-03-16,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,59.0,79.0,47.6,75.0,0.500,0.200,running
2026-03-17,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,58.0,78.0,45.0,75.0,0.500,0.200,running
2026-03-18,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,62.9,82.9,53.9,75.0,0.500,0.200,running
2026-03-19,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,60.8,80.8,48.5,75.0,0.500,0.200,running
2026-03-20,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,66.2,86.2,55.5,75.0,0.500,0.200,running
2026-03-21,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,62.9,82.9,55.3,75.0,0.500,0.200,running
2026-03-22,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,69.0,89.0,56.8,75.0,0.500,0.200,running
2026-03-23,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,65.1,85.1,54.9,75.0,0.500,0.200,running
2026-03-24,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,69.1,89.1,51.4,75.0,0.500,0.200,running
2026-03-25,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,64.1,84.1,54.7,75.0,0.500,0.200,running
2026-03-26,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,68.8,88.8,57.4,75.0,0.500,0.200,running
2026-03-27,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,57.9,77.9,47.5,75.0,0.500,0.200,running
2026-03-28,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,61.0,81.0,56.2,75.0,0.500,0.200,running
2026-03-29,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,64.4,84.4,49.3,75.0,0.500,0.200,running
2026-03-30,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,58.6,78.6,55.3,75.0,0.500,0.200,running
2026-03-31,GCP,gce-web-001,gce-web-001,n2-standard-4,web,prod,CC-200,66.1,86.1,59.1,75.0,0.500,0.200,running
2026-03-01,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,59.5,79.5,52.4,75.0,0.500,0.200,running
2026-03-02,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,54.0,74.0,45.6,75.0,0.500,0.200,running
2026-03-03,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,58.6,78.6,49.8,75.0,0.500,0.200,running
2026-03-04,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,56.3,76.3,46.4,75.0,0.500,0.200,running
2026-03-05,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,65.5,85.5,57.5,75.0,0.500,0.200,running
2026-03-06,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,60.5,80.5,59.3,75.0,0.500,0.200,running
2026-03-07,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,66.0,86.0,55.1,75.0,0.500,0.200,running
2026-03-08,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,56.5,76.5,45.6,75.0,0.500,0.200,running
2026-03-09,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,62.8,82.8,52.1,75.0,0.500,0.200,running
2026-03-10,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,61.5,81.5,58.7,75.0,0.500,0.200,running
2026-03-11,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,55.4,75.4,53.8,75.0,0.500,0.200,running
2026-03-12,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,61.3,81.3,52.4,75.0,0.500,0.200,running
2026-03-13,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,54.2,74.2,50.2,75.0,0.500,0.200,running
2026-03-14,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,57.3,77.3,55.1,75.0,0.500,0.200,running
2026-03-15,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,64.2,84.2,49.9,75.0,0.500,0.200,running
2026-03-16,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,62.0,82.0,49.3,75.0,0.500,0.200,running
2026-03-17,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,65.3,85.3,57.2,75.0,0.500,0.200,running
2026-03-18,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,60.2,80.2,51.8,75.0,0.500,0.200,running
2026-03-19,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,57.1,77.1,49.8,75.0,0.500,0.200,running
2026-03-20,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,65.6,85.6,51.1,75.0,0.500,0.200,running
2026-03-21,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,59.7,79.7,59.8,75.0,0.500,0.200,running
2026-03-22,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,61.5,81.5,53.1,75.0,0.500,0.200,running
2026-03-23,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,58.4,78.4,47.8,75.0,0.500,0.200,running
2026-03-24,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,57.7,77.7,56.3,75.0,0.500,0.200,running
2026-03-25,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,61.1,81.1,56.4,75.0,0.500,0.200,running
2026-03-26,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,55.6,75.6,53.2,75.0,0.500,0.200,running
2026-03-27,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,65.1,85.1,51.6,75.0,0.500,0.200,running
2026-03-28,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,62.1,82.1,46.8,75.0,0.500,0.200,running
2026-03-29,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,65.7,85.7,54.1,75.0,0.500,0.200,running
2026-03-30,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,56.1,76.1,47.4,75.0,0.500,0.200,running
2026-03-31,GCP,gce-web-002,gce-web-002,n2-standard-4,web,prod,CC-200,60.2,80.2,53.3,75.0,0.500,0.200,running
2026-03-01,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,51.2,71.2,59.9,75.0,0.500,0.200,running
2026-03-02,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,61.9,81.9,51.9,75.0,0.500,0.200,running
2026-03-03,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,51.5,71.5,57.5,75.0,0.500,0.200,running
2026-03-04,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,56.5,76.5,55.7,75.0,0.500,0.200,running
2026-03-05,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,56.6,76.6,49.1,75.0,0.500,0.200,running
2026-03-06,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,60.9,80.9,59.7,75.0,0.500,0.200,running
2026-03-07,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,53.2,73.2,53.3,75.0,0.500,0.200,running
2026-03-08,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,55.0,75.0,58.8,75.0,0.500,0.200,running
2026-03-09,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,56.6,76.6,58.2,75.0,0.500,0.200,running
2026-03-10,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,61.2,81.2,49.1,75.0,0.500,0.200,running
2026-03-11,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,60.3,80.3,51.2,75.0,0.500,0.200,running
2026-03-12,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,62.1,82.1,52.6,75.0,0.500,0.200,running
2026-03-13,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,60.7,80.7,49.2,75.0,0.500,0.200,running
2026-03-14,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,53.9,73.9,53.8,75.0,0.500,0.200,running
2026-03-15,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,63.0,83.0,52.3,75.0,0.500,0.200,running
2026-03-16,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,51.9,71.9,53.1,75.0,0.500,0.200,running
2026-03-17,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,54.5,74.5,53.3,75.0,0.500,0.200,running
2026-03-18,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,57.1,77.1,51.8,75.0,0.500,0.200,running
2026-03-19,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,54.2,74.2,47.8,75.0,0.500,0.200,running
2026-03-20,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,59.1,79.1,53.6,75.0,0.500,0.200,running
2026-03-21,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,53.0,73.0,56.6,75.0,0.500,0.200,running
2026-03-22,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,50.6,70.6,56.2,75.0,0.500,0.200,running
2026-03-23,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,59.2,79.2,57.2,75.0,0.500,0.200,running
2026-03-24,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,55.0,75.0,55.0,75.0,0.500,0.200,running
2026-03-25,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,60.7,80.7,59.7,75.0,0.500,0.200,running
2026-03-26,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,56.4,76.4,45.6,75.0,0.500,0.200,running
2026-03-27,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,56.5,76.5,53.9,75.0,0.500,0.200,running
2026-03-28,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,61.3,81.3,58.1,75.0,0.500,0.200,running
2026-03-29,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,55.7,75.7,52.9,75.0,0.500,0.200,running
2026-03-30,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,55.9,75.9,55.8,75.0,0.500,0.200,running
2026-03-31,GCP,gce-api-001,gce-api-001,n2-standard-4,api,prod,CC-200,55.3,75.3,54.8,75.0,0.500,0.200,running
2026-03-01,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,49.0,69.0,52.0,75.0,0.500,0.200,running
2026-03-02,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,59.6,79.6,50.1,75.0,0.500,0.200,running
2026-03-03,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,56.0,76.0,54.7,75.0,0.500,0.200,running
2026-03-04,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,58.1,78.1,57.8,75.0,0.500,0.200,running
2026-03-05,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,58.2,78.2,50.7,75.0,0.500,0.200,running
2026-03-06,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,51.1,71.1,55.8,75.0,0.500,0.200,running
2026-03-07,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,56.9,76.9,58.1,75.0,0.500,0.200,running
2026-03-08,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,47.5,67.5,46.0,75.0,0.500,0.200,running
2026-03-09,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,55.2,75.2,58.8,75.0,0.500,0.200,running
2026-03-10,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,60.0,80.0,56.2,75.0,0.500,0.200,running
2026-03-11,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,52.6,72.6,46.5,75.0,0.500,0.200,running
2026-03-12,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,55.2,75.2,58.1,75.0,0.500,0.200,running
2026-03-13,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,52.8,72.8,55.4,75.0,0.500,0.200,running
2026-03-14,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,58.7,78.7,45.7,75.0,0.500,0.200,running
2026-03-15,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,57.3,77.3,49.4,75.0,0.500,0.200,running
2026-03-16,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,51.9,71.9,47.2,75.0,0.500,0.200,running
2026-03-17,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,53.9,73.9,53.5,75.0,0.500,0.200,running
2026-03-18,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,57.3,77.3,47.5,75.0,0.500,0.200,running
2026-03-19,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,48.0,68.0,58.1,75.0,0.500,0.200,running
2026-03-20,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,55.1,75.1,48.6,75.0,0.500,0.200,running
2026-03-21,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,58.9,78.9,47.1,75.0,0.500,0.200,running
2026-03-22,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,53.0,73.0,48.8,75.0,0.500,0.200,running
2026-03-23,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,50.3,70.3,45.1,75.0,0.500,0.200,running
2026-03-24,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,57.5,77.5,58.5,75.0,0.500,0.200,running
2026-03-25,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,55.8,75.8,47.4,75.0,0.500,0.200,running
2026-03-26,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,52.7,72.7,50.2,75.0,0.500,0.200,running
2026-03-27,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,54.6,74.6,54.6,75.0,0.500,0.200,running
2026-03-28,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,52.5,72.5,48.8,75.0,0.500,0.200,running
2026-03-29,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,58.0,78.0,48.0,75.0,0.500,0.200,running
2026-03-30,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,52.0,72.0,52.2,75.0,0.500,0.200,running
2026-03-31,GCP,gce-api-002,gce-api-002,n2-standard-4,api,prod,CC-200,50.1,70.1,53.6,75.0,0.500,0.200,running
2026-03-01,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,37.5,47.5,45.0,70.0,0.500,0.200,running
2026-03-02,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,42.9,52.9,45.0,70.0,0.500,0.200,running
2026-03-03,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,33.8,43.8,45.0,70.0,0.500,0.200,running
2026-03-04,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,42.7,52.7,45.0,70.0,0.500,0.200,running
2026-03-05,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,38.6,48.6,45.0,70.0,0.500,0.200,running
2026-03-06,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,33.6,43.6,45.0,70.0,0.500,0.200,running
2026-03-07,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,37.4,47.4,45.0,70.0,0.500,0.200,running
2026-03-08,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,38.9,48.9,45.0,70.0,0.500,0.200,running
2026-03-09,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,39.7,49.7,45.0,70.0,0.500,0.200,running
2026-03-10,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,30.6,40.6,45.0,70.0,0.500,0.200,running
2026-03-11,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,37.9,47.9,45.0,70.0,0.500,0.200,running
2026-03-12,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,36.5,46.5,45.0,70.0,0.500,0.200,running
2026-03-13,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,41.8,51.8,45.0,70.0,0.500,0.200,running
2026-03-14,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,33.7,43.7,45.0,70.0,0.500,0.200,running
2026-03-15,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,40.4,50.4,45.0,70.0,0.500,0.200,running
2026-03-16,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,37.9,47.9,45.0,70.0,0.500,0.200,running
2026-03-17,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,34.6,44.6,45.0,70.0,0.500,0.200,running
2026-03-18,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,38.3,48.3,45.0,70.0,0.500,0.200,running
2026-03-19,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,38.1,48.1,45.0,70.0,0.500,0.200,running
2026-03-20,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,38.8,48.8,45.0,70.0,0.500,0.200,running
2026-03-21,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,39.4,49.4,45.0,70.0,0.500,0.200,running
2026-03-22,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,38.6,48.6,45.0,70.0,0.500,0.200,running
2026-03-23,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,40.9,50.9,45.0,70.0,0.500,0.200,running
2026-03-24,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,38.2,48.2,45.0,70.0,0.500,0.200,running
2026-03-25,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,92.3,99.0,45.0,70.0,0.500,0.200,running
2026-03-26,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,38.4,48.4,45.0,70.0,0.500,0.200,running
2026-03-27,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,34.0,44.0,45.0,70.0,0.500,0.200,running
2026-03-28,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,35.7,45.7,45.0,70.0,0.500,0.200,running
2026-03-29,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,37.5,47.5,45.0,70.0,0.500,0.200,running
2026-03-30,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,39.5,49.5,45.0,70.0,0.500,0.200,running
2026-03-31,GCP,gce-spike-1,gce-spike-1,n2-standard-4,api,prod,CC-200,31.2,41.2,45.0,70.0,0.500,0.200,running
2026-03-01,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,17.4,25.4,27.5,40.0,0.500,0.200,running
2026-03-02,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,16.4,24.4,21.3,40.0,0.500,0.200,running
2026-03-03,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,19.3,27.3,29.7,40.0,0.500,0.200,running
2026-03-04,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,19.2,27.2,29.1,40.0,0.500,0.200,running
2026-03-05,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,21.6,29.6,22.6,40.0,0.500,0.200,running
2026-03-06,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,21.6,29.6,24.8,40.0,0.500,0.200,running
2026-03-07,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,21.5,29.5,27.5,40.0,0.500,0.200,running
2026-03-08,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,17.7,25.7,21.2,40.0,0.500,0.200,running
2026-03-09,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,22.7,30.0,21.4,40.0,0.500,0.200,running
2026-03-10,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,22.7,30.0,28.6,40.0,0.500,0.200,running
2026-03-11,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,20.8,28.8,29.8,40.0,0.500,0.200,running
2026-03-12,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,22.7,30.0,28.0,40.0,0.500,0.200,running
2026-03-13,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,17.9,25.9,27.9,40.0,0.500,0.200,running
2026-03-14,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,15.1,23.1,25.4,40.0,0.500,0.200,running
2026-03-15,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,18.6,26.6,26.7,40.0,0.500,0.200,running
2026-03-16,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,20.4,28.4,25.8,40.0,0.500,0.200,running
2026-03-17,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,21.6,29.6,29.4,40.0,0.500,0.200,running
2026-03-18,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,15.9,23.9,22.3,40.0,0.500,0.200,running
2026-03-19,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,15.2,23.2,28.8,40.0,0.500,0.200,running
2026-03-20,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,19.5,27.5,29.2,40.0,0.500,0.200,running
2026-03-21,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,16.8,24.8,20.6,40.0,0.500,0.200,running
2026-03-22,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,21.6,29.6,29.1,40.0,0.500,0.200,running
2026-03-23,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,17.4,25.4,24.1,40.0,0.500,0.200,running
2026-03-24,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,16.1,24.1,29.5,40.0,0.500,0.200,running
2026-03-25,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,17.4,25.4,24.9,40.0,0.500,0.200,running
2026-03-26,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,15.8,23.8,28.9,40.0,0.500,0.200,running
2026-03-27,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,16.1,24.1,24.5,40.0,0.500,0.200,running
2026-03-28,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,20.4,28.4,27.4,40.0,0.500,0.200,running
2026-03-29,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,22.6,30.0,24.2,40.0,0.500,0.200,running
2026-03-30,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,20.9,28.9,21.5,40.0,0.500,0.200,running
2026-03-31,GCP,gce-idle-1,gce-idle-1,n2-standard-4,data,prod,CC-300,18.3,26.3,21.0,40.0,0.500,0.200,running
2026-03-01,GCP,gce-overprov-002,gce-overprov-002,n2-standard-8,ml,prod,CC-300,18.9,26.9,27.1,45.0,0.500,0.200,running
2026-03-02,GCP,gce-overprov-002,gce-overprov-002,n2-standard-8,ml,prod,CC-300,22.6,30.0,23.3,45.0,0.500,0.200,running
2026-03-03,GCP,gce-overprov-002,gce-overprov-002,n2-standard-8,ml,prod,CC-300,18.0,26.0,27.4,45.0,0.500,0.200,running
2026-03-04,GCP,gce-overprov-002,gce-overprov-002,n2-standard-8,ml,prod,CC-300,22.6,30.0,31.6,45.0,0.500,0.200,running
2026-03-05,GCP,gce-overprov-002,gce-overprov-002,n2-standard-8,ml,prod,CC-300,15.8,23.8,29.9,45.0,0.500,0.200,running
2026-03-06,GCP,gce-overprov-002,gce-overprov-002,n2-standard-8,ml,prod,CC-300,19.4,27.4,32.8,45.0,0.500,0.200,running
2026-03-07,GCP,gce-overprov-002,gce-overprov-002,n2-standard-8,ml,prod,CC-300,17.9,25.9,27.0,45.0,0.500,0.200,running
2026-03-08,GCP,gce-overprov-002,gce-overprov-002,n2-standard-8,ml,prod,CC-300,16.5,24.5,24.2,45.0,0.500,0.200,running
